record_id,text,timestamp,topic,region,true_polarity,data_source,clean_text,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_label,year_month,month_name,week
KE-0450,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-04-18 01:14:30,Healthcare,Thika,positive,SYNTHETIC_DEMO,nhif coverage expansion reaches more households in rural kenya. a step forward.,0.0,0.902,0.098,0.0516,Positive,2022-04,Apr 2022,16
KE-0135,Youth enterprise fund disbursements have helped thousands of small businesses.,2022-04-18 07:00:35,Economy,Eldoret,positive,SYNTHETIC_DEMO,youth enterprise fund disbursements have helped thousands of small businesses.,0.0,1.0,0.0,0.0,Neutral,2022-04,Apr 2022,16
KE-0231,The electoral process is transparent and credible. Kenyans deserve fair elections. #KenyaDecides2022,2022-04-18 16:23:19,Elections,Kakamega,positive,SYNTHETIC_DEMO,the electoral process is transparent and credible. kenyans deserve fair elections. kenyadecides2022,0.0,0.827,0.173,0.3182,Positive,2022-04,Apr 2022,16
KE-0044,IEBC confirms voter turnout at 63% nationally as of midday.,2022-04-19 04:13:44,Elections,Machakos,neutral,SYNTHETIC_DEMO,iebc confirms voter turnout at 63% nationally as of midday.,0.0,1.0,0.0,0.0,Neutral,2022-04,Apr 2022,16
KE-0065,Parliament rubber-stamping executive decisions. Where is our oversight? #Bunge,2022-04-20 10:09:31,Governance,Kisumu,negative,SYNTHETIC_DEMO,parliament rubber-stamping executive decisions. where is our oversight? bunge,0.0,1.0,0.0,0.0,Neutral,2022-04,Apr 2022,16
KE-0306,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-04-20 10:18:10,Security,Nyeri,neutral,SYNTHETIC_DEMO,interior ministry issues security advisory ahead of elections. citizens urged to remain calm.,0.0,0.701,0.299,0.5719,Positive,2022-04,Apr 2022,16
KE-0206,Maternal mortality in rural Kenya remains unacceptably high. Neglect must end.,2022-04-22 03:31:22,Healthcare,Nairobi,negative,SYNTHETIC_DEMO,maternal mortality in rural kenya remains unacceptably high. neglect must end.,0.231,0.769,0.0,-0.4588,Negative,2022-04,Apr 2022,16
KE-0090,IMF approves $2.3B extended credit facility for Kenya. Conditions attached.,2022-04-22 10:13:46,Economy,Nairobi,neutral,SYNTHETIC_DEMO,imf approves $2.3b extended credit facility for kenya. conditions attached.,0.0,0.602,0.398,0.6486,Positive,2022-04,Apr 2022,16
KE-0443,Devolution has brought services closer to citizens. Counties are delivering.,2022-04-22 11:52:45,Governance,Nyeri,positive,SYNTHETIC_DEMO,devolution has brought services closer to citizens. counties are delivering.,0.0,1.0,0.0,0.0,Neutral,2022-04,Apr 2022,16
KE-0250,Cost of unga and basic commodities unbearable. Ordinary Kenyans are suffering.,2022-04-22 16:54:01,Economy,Machakos,negative,SYNTHETIC_DEMO,cost of unga and basic commodities unbearable. ordinary kenyans are suffering.,0.237,0.763,0.0,-0.4767,Negative,2022-04,Apr 2022,16
KE-0173,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-04-22 20:37:34,Healthcare,Garissa,positive,SYNTHETIC_DEMO,nhif coverage expansion reaches more households in rural kenya. a step forward.,0.0,0.902,0.098,0.0516,Positive,2022-04,Apr 2022,16
KE-0266,The electoral commission has failed Kenyans again. We demand accountability.,2022-04-23 09:50:34,Elections,Kisumu,negative,SYNTHETIC_DEMO,the electoral commission has failed kenyans again. we demand accountability.,0.375,0.625,0.0,-0.5859,Negative,2022-04,Apr 2022,16
KE-0375,The electoral process is transparent and credible. Kenyans deserve fair elections. #KenyaDecides2022,2022-04-23 16:58:18,Elections,Mombasa,positive,SYNTHETIC_DEMO,the electoral process is transparent and credible. kenyans deserve fair elections. kenyadecides2022,0.0,0.827,0.173,0.3182,Positive,2022-04,Apr 2022,16
KE-0024,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-04-24 23:37:10,Healthcare,Thika,negative,SYNTHETIC_DEMO,doctors still on strike after 3 weeks. patients dying in hospital corridors.,0.12,0.88,0.0,-0.128,Negative,2022-04,Apr 2022,16
KE-0138,GSU units deployed to election hotspots in advance of voting day.,2022-04-25 06:28:27,Security,Nairobi,neutral,SYNTHETIC_DEMO,gsu units deployed to election hotspots in advance of voting day.,0.0,1.0,0.0,0.0,Neutral,2022-04,Apr 2022,17
KE-0212,Nepotism in public service appointments is entrenched. Merit must prevail.,2022-04-25 14:55:03,Governance,Eldoret,negative,SYNTHETIC_DEMO,nepotism in public service appointments is entrenched. merit must prevail.,0.0,0.763,0.237,0.4215,Positive,2022-04,Apr 2022,17
KE-0476,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-04-25 15:23:29,Elections,Kakamega,negative,SYNTHETIC_DEMO,results being delayed without explanation. what is iebc hiding? electionfraud,0.339,0.661,0.0,-0.4767,Negative,2022-04,Apr 2022,17
KE-0448,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-04-26 20:56:40,Security,Nairobi,positive,SYNTHETIC_DEMO,police deployment ahead of elections praised for professionalism. calm maintained.,0.0,0.593,0.407,0.6705,Positive,2022-04,Apr 2022,17
KE-0201,Tallying of results continues at constituency level. Updates pending.,2022-04-27 04:19:10,Elections,Thika,neutral,SYNTHETIC_DEMO,tallying of results continues at constituency level. updates pending.,0.0,1.0,0.0,0.0,Neutral,2022-04,Apr 2022,17
KE-0498,Cost of unga and basic commodities unbearable. Ordinary Kenyans are suffering.,2022-04-27 05:27:46,Economy,Machakos,negative,SYNTHETIC_DEMO,cost of unga and basic commodities unbearable. ordinary kenyans are suffering.,0.237,0.763,0.0,-0.4767,Negative,2022-04,Apr 2022,17
KE-0392,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-04-27 10:15:02,Economy,Nyeri,neutral,SYNTHETIC_DEMO,kenya power announces tariff review pending energy regulatory commission approval.,0.0,0.606,0.394,0.6369,Positive,2022-04,Apr 2022,17
KE-0462,IEBC confirms voter turnout at 63% nationally as of midday.,2022-04-27 19:03:59,Elections,Nakuru,neutral,SYNTHETIC_DEMO,iebc confirms voter turnout at 63% nationally as of midday.,0.0,1.0,0.0,0.0,Neutral,2022-04,Apr 2022,17
KE-0457,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-04-28 04:38:54,Economy,Thika,negative,SYNTHETIC_DEMO,unemployment among youth remains at crisis levels. nothing is being done.,0.438,0.562,0.0,-0.7906,Negative,2022-04,Apr 2022,17
KE-0369,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-04-28 07:43:16,Security,Garissa,neutral,SYNTHETIC_DEMO,interior ministry issues security advisory ahead of elections. citizens urged to remain calm.,0.0,0.701,0.299,0.5719,Positive,2022-04,Apr 2022,17
KE-0202,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-04-28 07:58:41,Security,Eldoret,neutral,SYNTHETIC_DEMO,interior ministry issues security advisory ahead of elections. citizens urged to remain calm.,0.0,0.701,0.299,0.5719,Positive,2022-04,Apr 2022,17
KE-0364,Voter intimidation reported in several constituencies. This is unacceptable.,2022-04-28 14:31:47,Elections,Eldoret,negative,SYNTHETIC_DEMO,voter intimidation reported in several constituencies. this is unacceptable.,0.453,0.547,0.0,-0.7003,Negative,2022-04,Apr 2022,17
KE-0150,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-04-28 23:57:08,Security,Kisumu,positive,SYNTHETIC_DEMO,community policing initiatives reducing crime in nairobi estates. good progress.,0.216,0.432,0.352,0.296,Positive,2022-04,Apr 2022,17
KE-0161,County governors meet to discuss revenue sharing formula ahead of budget cycle.,2022-04-29 02:20:07,Governance,Nyeri,neutral,SYNTHETIC_DEMO,county governors meet to discuss revenue sharing formula ahead of budget cycle.,0.0,0.797,0.203,0.4215,Positive,2022-04,Apr 2022,17
KE-0077,New Level 5 hospital commissioned in Kisumu. Healthcare access improving.,2022-04-29 12:35:06,Healthcare,Nyeri,positive,SYNTHETIC_DEMO,new level 5 hospital commissioned in kisumu. healthcare access improving.,0.0,0.763,0.237,0.4215,Positive,2022-04,Apr 2022,17
KE-0153,Transparency in public procurement improving under new regulations. Keep it up.,2022-04-29 14:21:00,Governance,Kakamega,positive,SYNTHETIC_DEMO,transparency in public procurement improving under new regulations. keep it up.,0.0,0.781,0.219,0.4215,Positive,2022-04,Apr 2022,17
KE-0338,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-04-30 00:44:54,Elections,Thika,positive,SYNTHETIC_DEMO,peaceful voting is a sign of maturity. proud to be kenyan today. uchaguzi2022,0.0,0.636,0.364,0.743,Positive,2022-04,Apr 2022,17
KE-0264,Violence at polling stations is shameful. Our democracy is under threat.,2022-04-30 18:40:37,Elections,Nyeri,negative,SYNTHETIC_DEMO,violence at polling stations is shameful. our democracy is under threat.,0.572,0.428,0.0,-0.8934,Negative,2022-04,Apr 2022,17
KE-0087,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-05-01 02:44:31,Security,Eldoret,positive,SYNTHETIC_DEMO,community policing initiatives reducing crime in nairobi estates. good progress.,0.216,0.432,0.352,0.296,Positive,2022-05,May 2022,17
KE-0331,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-05-01 10:07:00,Elections,Nairobi,positive,SYNTHETIC_DEMO,peaceful voting is a sign of maturity. proud to be kenyan today. uchaguzi2022,0.0,0.636,0.364,0.743,Positive,2022-05,May 2022,17
KE-0123,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-05-01 19:05:34,Security,Mombasa,negative,SYNTHETIC_DEMO,banditry in laikipia threatening lives and livelihoods. enough is enough.,0.256,0.602,0.143,-0.3612,Negative,2022-05,May 2022,17
KE-0245,Voting underway in all 47 counties. Results expected by evening. #KenyaElections2022,2022-05-02 09:09:42,Elections,Machakos,neutral,SYNTHETIC_DEMO,voting underway in all 47 counties. results expected by evening. kenyaelections2022,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,18
KE-0398,Transparency in public procurement improving under new regulations. Keep it up.,2022-05-02 19:49:33,Governance,Nairobi,positive,SYNTHETIC_DEMO,transparency in public procurement improving under new regulations. keep it up.,0.0,0.781,0.219,0.4215,Positive,2022-05,May 2022,18
KE-0086,Violence at polling stations is shameful. Our democracy is under threat.,2022-05-02 21:54:21,Elections,Thika,negative,SYNTHETIC_DEMO,violence at polling stations is shameful. our democracy is under threat.,0.572,0.428,0.0,-0.8934,Negative,2022-05,May 2022,18
KE-0058,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-05-03 18:59:06,Elections,Eldoret,positive,SYNTHETIC_DEMO,results coming in smoothly. the system is working. trust the process. kenyavotes,0.0,0.769,0.231,0.5106,Positive,2022-05,May 2022,18
KE-0191,Crime wave in Mombasa Old Town worrying residents. Where is the state?,2022-05-03 23:29:45,Security,Garissa,negative,SYNTHETIC_DEMO,crime wave in mombasa old town worrying residents. where is the state?,0.371,0.629,0.0,-0.7096,Negative,2022-05,May 2022,18
KE-0390,Multi-agency security teams conducting patrols in volatile regions.,2022-05-04 16:54:54,Security,Thika,neutral,SYNTHETIC_DEMO,multi-agency security teams conducting patrols in volatile regions.,0.0,0.745,0.255,0.34,Positive,2022-05,May 2022,18
KE-0372,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-05-05 00:14:40,Economy,Kisumu,positive,SYNTHETIC_DEMO,exports of tea and horticulture hit record highs. agriculture sector thriving.,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,18
KE-0131,Kenya Medical Supplies Authority to distribute free ARVs to 54 public hospitals.,2022-05-06 04:05:47,Healthcare,Kakamega,neutral,SYNTHETIC_DEMO,kenya medical supplies authority to distribute free arvs to 54 public hospitals.,0.0,0.685,0.315,0.5574,Positive,2022-05,May 2022,18
KE-0280,National Cancer Institute of Kenya opens second facility in Mombasa.,2022-05-06 12:31:08,Healthcare,Kakamega,neutral,SYNTHETIC_DEMO,national cancer institute of kenya opens second facility in mombasa.,0.328,0.672,0.0,-0.6597,Negative,2022-05,May 2022,18
KE-0426,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-05-06 16:11:10,Economy,Kisumu,positive,SYNTHETIC_DEMO,nse gains 3% this week on investor confidence. markets looking healthy.,0.0,0.488,0.512,0.8126,Positive,2022-05,May 2022,18
KE-0259,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-05-06 23:28:03,Economy,Thika,positive,SYNTHETIC_DEMO,exports of tea and horticulture hit record highs. agriculture sector thriving.,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,18
KE-0241,Tallying of results continues at constituency level. Updates pending.,2022-05-07 06:56:52,Elections,Kakamega,neutral,SYNTHETIC_DEMO,tallying of results continues at constituency level. updates pending.,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,18
KE-0168,New manufacturing jobs created in Nairobi corridor. Positive momentum for workers.,2022-05-09 01:59:34,Economy,Mombasa,positive,SYNTHETIC_DEMO,new manufacturing jobs created in nairobi corridor. positive momentum for workers.,0.0,0.616,0.384,0.6808,Positive,2022-05,May 2022,19
KE-0412,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-05-09 06:33:34,Elections,Mombasa,positive,SYNTHETIC_DEMO,results coming in smoothly. the system is working. trust the process. kenyavotes,0.0,0.769,0.231,0.5106,Positive,2022-05,May 2022,19
KE-0037,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-05-09 07:49:00,Security,Mombasa,positive,SYNTHETIC_DEMO,police deployment ahead of elections praised for professionalism. calm maintained.,0.0,0.593,0.407,0.6705,Positive,2022-05,May 2022,19
KE-0140,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-05-09 11:11:54,Economy,Machakos,neutral,SYNTHETIC_DEMO,kenya power announces tariff review pending energy regulatory commission approval.,0.0,0.606,0.394,0.6369,Positive,2022-05,May 2022,19
KE-0493,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-05-09 15:39:57,Security,Machakos,positive,SYNTHETIC_DEMO,community policing initiatives reducing crime in nairobi estates. good progress.,0.216,0.432,0.352,0.296,Positive,2022-05,May 2022,19
KE-0499,Voter turnout is impressive across the country. This is democracy at work.,2022-05-09 19:56:46,Elections,Machakos,positive,SYNTHETIC_DEMO,voter turnout is impressive across the country. this is democracy at work.,0.0,0.769,0.231,0.5106,Positive,2022-05,May 2022,19
KE-0327,Multi-agency security teams conducting patrols in volatile regions.,2022-05-10 03:17:53,Security,Kakamega,neutral,SYNTHETIC_DEMO,multi-agency security teams conducting patrols in volatile regions.,0.0,0.745,0.255,0.34,Positive,2022-05,May 2022,19
KE-0293,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-05-10 11:09:33,Security,Kakamega,negative,SYNTHETIC_DEMO,banditry in laikipia threatening lives and livelihoods. enough is enough.,0.256,0.602,0.143,-0.3612,Negative,2022-05,May 2022,19
KE-0228,GSU units deployed to election hotspots in advance of voting day.,2022-05-10 12:31:50,Security,Nairobi,neutral,SYNTHETIC_DEMO,gsu units deployed to election hotspots in advance of voting day.,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,19
KE-0112,Observers from the AU and EU deployed to monitor the electoral process.,2022-05-11 12:57:15,Elections,Nairobi,neutral,SYNTHETIC_DEMO,observers from the au and eu deployed to monitor the electoral process.,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,19
KE-0391,Violence at polling stations is shameful. Our democracy is under threat.,2022-05-11 15:13:40,Elections,Eldoret,negative,SYNTHETIC_DEMO,violence at polling stations is shameful. our democracy is under threat.,0.572,0.428,0.0,-0.8934,Negative,2022-05,May 2022,19
KE-0133,Observers from the AU and EU deployed to monitor the electoral process.,2022-05-11 15:26:37,Elections,Kakamega,neutral,SYNTHETIC_DEMO,observers from the au and eu deployed to monitor the electoral process.,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,19
KE-0300,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-05-11 18:52:17,Economy,Garissa,neutral,SYNTHETIC_DEMO,kenya revenue authority reports ksh 1.2 trillion in tax collection for fy2021/22.,0.0,0.894,0.106,0.0772,Positive,2022-05,May 2022,19
KE-0423,GSU units deployed to election hotspots in advance of voting day.,2022-05-11 22:06:47,Security,Kisumu,neutral,SYNTHETIC_DEMO,gsu units deployed to election hotspots in advance of voting day.,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,19
KE-0386,The electoral commission has failed Kenyans again. We demand accountability.,2022-05-12 16:30:14,Elections,Machakos,negative,SYNTHETIC_DEMO,the electoral commission has failed kenyans again. we demand accountability.,0.375,0.625,0.0,-0.5859,Negative,2022-05,May 2022,19
KE-0500,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-05-15 07:38:39,Economy,Mombasa,negative,SYNTHETIC_DEMO,inflation eroding purchasing power. the economy is failing ordinary people.,0.268,0.732,0.0,-0.5106,Negative,2022-05,May 2022,19
KE-0446,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-05-16 01:27:01,Security,Garissa,negative,SYNTHETIC_DEMO,banditry in laikipia threatening lives and livelihoods. enough is enough.,0.256,0.602,0.143,-0.3612,Negative,2022-05,May 2022,20
KE-0167,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-05-16 03:13:55,Economy,Mombasa,negative,SYNTHETIC_DEMO,kenya's debt burden will cripple future generations. reckless borrowing must stop.,0.595,0.405,0.0,-0.8519,Negative,2022-05,May 2022,20
KE-0079,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-05-17 08:55:08,Economy,Mombasa,positive,SYNTHETIC_DEMO,exports of tea and horticulture hit record highs. agriculture sector thriving.,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,20
KE-0339,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-05-17 12:39:19,Economy,Kisumu,negative,SYNTHETIC_DEMO,kenya's debt burden will cripple future generations. reckless borrowing must stop.,0.595,0.405,0.0,-0.8519,Negative,2022-05,May 2022,20
KE-0268,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-05-18 13:04:38,Economy,Garissa,negative,SYNTHETIC_DEMO,inflation eroding purchasing power. the economy is failing ordinary people.,0.268,0.732,0.0,-0.5106,Negative,2022-05,May 2022,20
KE-0472,Voter turnout is impressive across the country. This is democracy at work.,2022-05-20 12:32:30,Elections,Nyeri,positive,SYNTHETIC_DEMO,voter turnout is impressive across the country. this is democracy at work.,0.0,0.769,0.231,0.5106,Positive,2022-05,May 2022,20
KE-0019,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-05-21 14:03:05,Security,Kakamega,neutral,SYNTHETIC_DEMO,interior ministry issues security advisory ahead of elections. citizens urged to remain calm.,0.0,0.701,0.299,0.5719,Positive,2022-05,May 2022,20
KE-0297,GSU units deployed to election hotspots in advance of voting day.,2022-05-21 19:39:18,Security,Thika,neutral,SYNTHETIC_DEMO,gsu units deployed to election hotspots in advance of voting day.,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,20
KE-0214,Violence at polling stations is shameful. Our democracy is under threat.,2022-05-23 01:16:14,Elections,Machakos,negative,SYNTHETIC_DEMO,violence at polling stations is shameful. our democracy is under threat.,0.572,0.428,0.0,-0.8934,Negative,2022-05,May 2022,21
KE-0382,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-05-23 01:17:40,Elections,Kisumu,positive,SYNTHETIC_DEMO,peaceful voting is a sign of maturity. proud to be kenyan today. uchaguzi2022,0.0,0.636,0.364,0.743,Positive,2022-05,May 2022,21
KE-0305,Voter intimidation reported in several constituencies. This is unacceptable.,2022-05-23 20:31:34,Elections,Nyeri,negative,SYNTHETIC_DEMO,voter intimidation reported in several constituencies. this is unacceptable.,0.453,0.547,0.0,-0.7003,Negative,2022-05,May 2022,21
KE-0139,Violence at polling stations is shameful. Our democracy is under threat.,2022-05-24 07:31:11,Elections,Eldoret,negative,SYNTHETIC_DEMO,violence at polling stations is shameful. our democracy is under threat.,0.572,0.428,0.0,-0.8934,Negative,2022-05,May 2022,21
KE-0061,Voter intimidation reported in several constituencies. This is unacceptable.,2022-05-24 12:14:31,Elections,Mombasa,negative,SYNTHETIC_DEMO,voter intimidation reported in several constituencies. this is unacceptable.,0.453,0.547,0.0,-0.7003,Negative,2022-05,May 2022,21
KE-0224,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-05-24 21:35:22,Healthcare,Eldoret,neutral,SYNTHETIC_DEMO,ministry of health launches malaria prevention campaign in lake region counties.,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,21
KE-0373,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-05-24 21:41:05,Security,Machakos,negative,SYNTHETIC_DEMO,banditry in laikipia threatening lives and livelihoods. enough is enough.,0.256,0.602,0.143,-0.3612,Negative,2022-05,May 2022,21
KE-0127,Kenya's COVID-19 vaccination coverage exceeds 60%. Strong public health response.,2022-05-24 21:58:15,Healthcare,Machakos,positive,SYNTHETIC_DEMO,kenya's covid-19 vaccination coverage exceeds 60%. strong public health response.,0.0,0.732,0.268,0.5106,Positive,2022-05,May 2022,21
KE-0474,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-05-24 23:13:13,Healthcare,Thika,negative,SYNTHETIC_DEMO,nhif reforms failing to protect the poorest kenyans. reform the system now.,0.37,0.489,0.141,-0.6369,Negative,2022-05,May 2022,21
KE-0465,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-05-25 02:41:34,Elections,Mombasa,positive,SYNTHETIC_DEMO,results coming in smoothly. the system is working. trust the process. kenyavotes,0.0,0.769,0.231,0.5106,Positive,2022-05,May 2022,21
KE-0313,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-05-26 14:26:21,Economy,Machakos,neutral,SYNTHETIC_DEMO,kenya revenue authority reports ksh 1.2 trillion in tax collection for fy2021/22.,0.0,0.894,0.106,0.0772,Positive,2022-05,May 2022,21
KE-0124,Voter turnout is impressive across the country. This is democracy at work.,2022-05-26 18:06:51,Elections,Eldoret,positive,SYNTHETIC_DEMO,voter turnout is impressive across the country. this is democracy at work.,0.0,0.769,0.231,0.5106,Positive,2022-05,May 2022,21
KE-0258,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-05-27 02:23:09,Security,Mombasa,negative,SYNTHETIC_DEMO,banditry in laikipia threatening lives and livelihoods. enough is enough.,0.256,0.602,0.143,-0.3612,Negative,2022-05,May 2022,21
KE-0461,Presidential results will be announced within 7 days per constitutional requirement.,2022-05-27 04:51:47,Elections,Kisumu,neutral,SYNTHETIC_DEMO,presidential results will be announced within 7 days per constitutional requirement.,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,21
KE-0401,Voter turnout is impressive across the country. This is democracy at work.,2022-05-27 08:15:41,Elections,Nyeri,positive,SYNTHETIC_DEMO,voter turnout is impressive across the country. this is democracy at work.,0.0,0.769,0.231,0.5106,Positive,2022-05,May 2022,21
KE-0008,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-05-28 00:11:46,Healthcare,Garissa,negative,SYNTHETIC_DEMO,doctors still on strike after 3 weeks. patients dying in hospital corridors.,0.12,0.88,0.0,-0.128,Negative,2022-05,May 2022,21
KE-0048,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-05-28 04:17:07,Economy,Nairobi,negative,SYNTHETIC_DEMO,unemployment among youth remains at crisis levels. nothing is being done.,0.438,0.562,0.0,-0.7906,Negative,2022-05,May 2022,21
KE-0449,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-05-28 07:06:46,Economy,Machakos,negative,SYNTHETIC_DEMO,inflation eroding purchasing power. the economy is failing ordinary people.,0.268,0.732,0.0,-0.5106,Negative,2022-05,May 2022,21
KE-0216,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-05-28 23:24:54,Economy,Eldoret,negative,SYNTHETIC_DEMO,inflation eroding purchasing power. the economy is failing ordinary people.,0.268,0.732,0.0,-0.5106,Negative,2022-05,May 2022,21
KE-0444,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-05-29 12:58:06,Economy,Machakos,negative,SYNTHETIC_DEMO,fuel prices at an all-time high. the government must act now. fuelcrisis,0.0,1.0,0.0,0.0,Neutral,2022-05,May 2022,21
KE-0344,The electoral commission has failed Kenyans again. We demand accountability.,2022-05-29 16:27:41,Elections,Thika,negative,SYNTHETIC_DEMO,the electoral commission has failed kenyans again. we demand accountability.,0.375,0.625,0.0,-0.5859,Negative,2022-05,May 2022,21
KE-0096,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-05-30 02:56:19,Economy,Kakamega,negative,SYNTHETIC_DEMO,unemployment among youth remains at crisis levels. nothing is being done.,0.438,0.562,0.0,-0.7906,Negative,2022-05,May 2022,22
KE-0384,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-05-31 01:01:55,Economy,Eldoret,neutral,SYNTHETIC_DEMO,kenya revenue authority reports ksh 1.2 trillion in tax collection for fy2021/22.,0.0,0.894,0.106,0.0772,Positive,2022-05,May 2022,22
KE-0464,Central Bank holds base rate at 7.5%. MPC cites stable inflation outlook.,2022-05-31 20:19:40,Economy,Garissa,neutral,SYNTHETIC_DEMO,central bank holds base rate at 7.5%. mpc cites stable inflation outlook.,0.0,0.833,0.167,0.296,Positive,2022-05,May 2022,22
KE-0221,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-05-31 22:26:30,Elections,Garissa,positive,SYNTHETIC_DEMO,iebc has done a commendable job in voter registration. democracy is winning! elections2022,0.0,0.765,0.235,0.5707,Positive,2022-05,May 2022,22
KE-0294,The electoral commission has failed Kenyans again. We demand accountability.,2022-06-02 05:18:47,Elections,Thika,negative,SYNTHETIC_DEMO,the electoral commission has failed kenyans again. we demand accountability.,0.375,0.625,0.0,-0.5859,Negative,2022-06,Jun 2022,22
KE-0274,Voting underway in all 47 counties. Results expected by evening. #KenyaElections2022,2022-06-03 16:48:46,Elections,Garissa,neutral,SYNTHETIC_DEMO,voting underway in all 47 counties. results expected by evening. kenyaelections2022,0.0,1.0,0.0,0.0,Neutral,2022-06,Jun 2022,22
KE-0190,Kenya's COVID-19 vaccination coverage exceeds 60%. Strong public health response.,2022-06-04 08:48:47,Healthcare,Kakamega,positive,SYNTHETIC_DEMO,kenya's covid-19 vaccination coverage exceeds 60%. strong public health response.,0.0,0.732,0.268,0.5106,Positive,2022-06,Jun 2022,22
KE-0226,Cabinet approves National Development Plan 2022–2027. Implementation timelines unclear.,2022-06-04 14:55:49,Governance,Thika,neutral,SYNTHETIC_DEMO,cabinet approves national development plan 2022–2027. implementation timelines unclear.,0.171,0.598,0.231,0.1779,Positive,2022-06,Jun 2022,22
KE-0042,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-06-06 08:42:08,Healthcare,Mombasa,positive,SYNTHETIC_DEMO,nhif coverage expansion reaches more households in rural kenya. a step forward.,0.0,0.902,0.098,0.0516,Positive,2022-06,Jun 2022,23
KE-0170,Kenya's GDP growth projected at 5.5% this year. Strong fundamentals. #KenyaEconomy,2022-06-06 23:11:04,Economy,Thika,positive,SYNTHETIC_DEMO,kenya's gdp growth projected at 5.5% this year. strong fundamentals. kenyaeconomy,0.0,0.604,0.396,0.7096,Positive,2022-06,Jun 2022,23
KE-0341,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-06-07 18:09:13,Elections,Nairobi,negative,SYNTHETIC_DEMO,iebc cannot be trusted to deliver credible results. the system is rigged! riggedelections,0.327,0.673,0.0,-0.6537,Negative,2022-06,Jun 2022,23
