record_id,text,timestamp,topic,region,event_phase,reference_event,subtopic_tag,source_style,language_style,data_source
KE22-0052,"amani teams are present in Mombasa, but tempers are rising after repeated queue management problems.",2022-08-09 17:13:42,Positive Events,Mombasa,Election Day,kiems_operations,community_monitoring,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0528,Community amani volunteers in Kakamega are doing a solid job cooling tensions near the polling centre.,2022-08-09 17:15:53,Positive Events,Kakamega,Election Day,poll_opening,community_monitoring,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0494,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Nairobi. Hii sio sawa. uchaguzi ni yetu.,2022-08-09 17:17:18,Public Opinion,Nairobi,Election Day,kiems_operations,peace_message,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0140,Campaign teams release parallel statements as the commission continues verification of forms.,2022-08-09 17:22:15,Media Reports,Kiambu,Election Day,turnout_monitoring,headline_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0237,"The mood around Kiambu feels orderly and hopeful. Watu waamue, we keep peace.",2022-08-09 17:31:48,Public Opinion,Kiambu,Election Day,queue_management,concern_over_integrity,social_post,English,PROJECT_CURATED_CORPUS
KE22-0614,Security officers remain deployed near key centres in Kiambu as results statements continue.,2022-08-09 17:46:09,Security Issues,Kiambu,Election Day,poll_opening,localized_disruption,incident_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0154,The street mood in Homabay is cautious. Everyone is watching IEBC updates closely.,2022-08-09 17:55:31,Public Opinion,Homabay,Election Day,queue_management,peace_message,social_post,English,PROJECT_CURATED_CORPUS
KE22-0526,People have been on the queue for hours in Nairobi and still no clear guidance from officials.,2022-08-09 17:55:55,Voting Issues,Nairobi,Election Day,queue_management,queue_delay,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0721,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Mombasa.,2022-08-09 18:00:47,Public Opinion,Mombasa,Election Day,poll_opening,trust_in_iebc,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0305,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-09 18:01:35,Public Opinion,Nairobi,Election Day,poll_opening,concern_over_integrity,social_post,English,PROJECT_CURATED_CORPUS
KE22-0215,Young people in Kisumu are escorting elderly voters and reminding everyone to keep peace. #KenyaDecides2022,2022-08-09 18:01:54,Positive Events,Kisumu,Election Day,poll_opening,community_monitoring,peace_monitor,English,PROJECT_CURATED_CORPUS
KE22-0828,Heavy tension outside the tally site in Nairobi; police are struggling to separate rival groups.,2022-08-09 18:04:49,Security Issues,Nairobi,Election Day,kiems_operations,road_blockage,situation_update,English,PROJECT_CURATED_CORPUS
KE22-0255,Polling station teams in Nakuru are dealing with slow KIEMS checks but the line is moving.,2022-08-09 18:11:19,Voting Issues,Nakuru,Election Day,turnout_monitoring,queue_delay,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0589,Polling station in Kakamega opened late and some voters left before materials were ready.,2022-08-09 18:14:57,Polling Administration,Kakamega,Election Day,queue_management,station_flow,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0019,"Coalition speakers in Nairobi spent most of the rally on turnout, agents and vote protection.",2022-08-09 18:21:09,Political Rallies,Nairobi,Election Day,turnout_monitoring,candidate_itinerary,campaign_update,English,PROJECT_CURATED_CORPUS
KE22-0015,"Voters here are sharing water, directions and information. Good atmosphere despite the pressure.",2022-08-09 18:28:47,Positive Events,Homabay,Election Day,poll_opening,community_monitoring,peace_monitor,English,PROJECT_CURATED_CORPUS
KE22-0791,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-09 18:28:48,Public Opinion,Siaya,Election Day,poll_opening,peace_message,social_post,English,PROJECT_CURATED_CORPUS
KE22-0408,Community peace volunteers in Kakamega are doing a solid job cooling tensions near the polling centre.,2022-08-09 18:28:55,Positive Events,Kakamega,Election Day,queue_management,peace_initiative,peace_monitor,English,PROJECT_CURATED_CORPUS
KE22-0536,Agents in Nairobi are complaining that basic polling procedures are not being followed consistently.,2022-08-09 18:30:12,Polling Administration,Nairobi,Election Day,kiems_operations,missing_materials,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0549,Campaign teams release parallel statements as the commission continues verification of forms.,2022-08-09 18:45:52,Media Reports,Kakamega,Election Day,turnout_monitoring,observer_brief,news_update,English,PROJECT_CURATED_CORPUS
KE22-0542,Wafula Chebukati says agents are present and tallying continues under public scrutiny at Bomas.,2022-08-09 18:53:17,Media Reports,Kiambu,Election Day,queue_management,headline_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0123,Observers say media and agents faced avoidable access problems because of poor staff coordination in Nakuru.,2022-08-09 18:54:41,Staffing Issues,Nakuru,Election Day,turnout_monitoring,staff_arrest,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0782,Community peace volunteers in Nairobi are doing a solid job cooling tensions near the polling centre.,2022-08-09 19:16:54,Positive Events,Nairobi,Election Day,turnout_monitoring,peace_initiative,peace_monitor,English,PROJECT_CURATED_CORPUS
KE22-0736,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Kajiado. Hii sio sawa.,2022-08-09 20:07:48,Public Opinion,Kajiado,Election Day,poll_opening,results_anxiety,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0519,"Media desks report steady voter traffic in Nairobi, with isolated delays under review.",2022-08-09 20:36:39,Media Reports,Nairobi,Election Day,turnout_monitoring,headline_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0415,People are angry about delays and mixed messaging. This process should feel clearer than this. Hii sio sawa.,2022-08-09 20:53:19,Public Opinion,Nairobi,Election Day,queue_management,trust_in_iebc,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0608,Community peace volunteers in Kakamega are doing a solid job cooling tensions near the polling centre.,2022-08-09 21:14:09,Positive Events,Kakamega,Election Day,poll_opening,peace_initiative,peace_monitor,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0394,Party agents in Siaya say some officials are acting partisan instead of procedural.,2022-08-09 21:35:36,Staffing Issues,Siaya,Election Day,queue_management,agent_access,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0263,People have been on the queue for hours in Nairobi and still no clear guidance from officials.,2022-08-09 22:20:39,Voting Issues,Nairobi,Election Day,queue_management,invalid_ballot,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0115,Wafula Chebukati says agents are present and tallying continues under public scrutiny at Bomas.,2022-08-09 22:24:18,Media Reports,Nairobi,Election Day,kiems_operations,observer_brief,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0876,Some voters in Kiambu say they were redirected after finding their names listed at another station.,2022-08-09 22:31:57,Voting Issues,Kiambu,Election Day,turnout_monitoring,invalid_ballot,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0523,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-08-09 22:41:24,Public Opinion,Kajiado,Election Day,kiems_operations,concern_over_integrity,social_post,English,PROJECT_CURATED_CORPUS
KE22-0872,Peaceful queues in Nairobi today. Let the people choose and let IEBC finish the job. #ElectionsKE2022,2022-08-09 22:52:30,Public Opinion,Nairobi,Election Day,poll_opening,candidate_support,social_post,English,PROJECT_CURATED_CORPUS
KE22-0317,Peaceful queues in Nairobi today. Let the people choose and let IEBC finish the job. Tuwe watulivu. uchaguzi ni yetu.,2022-08-09 23:28:15,Public Opinion,Nairobi,Election Day,turnout_monitoring,results_anxiety,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0231,Rumors of confrontation in Uasin Gishu are moving faster than official updates and that is dangerous.,2022-08-09 23:56:34,Security Issues,Uasin Gishu,Election Day,queue_management,rumor_alert,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0028,"Voters here are sharing water, directions and information. Good atmosphere despite the pressure.",2022-08-09 23:59:16,Positive Events,Siaya,Election Day,poll_opening,citizen_support,peace_monitor,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0754,Manual register not available at one desk in Nairobi; the presiding team looked unprepared. Hii sio sawa.,2022-08-10 01:33:15,Polling Administration,Nairobi,Tallying & Results,bomas_tallying,manual_register,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0769,"The mood around Kajiado feels orderly and hopeful. Watu waamue, we keep peace. Tuwe watulivu.",2022-08-10 03:55:01,Public Opinion,Kajiado,Tallying & Results,bomas_tallying,trust_in_iebc,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0112,Mixed figures from tally centres are making the count look messy and avoidably political.,2022-08-10 04:07:55,Counting & Results,Nairobi,Tallying & Results,form_34a_verification,results_correction,social_post,English,PROJECT_CURATED_CORPUS
KE22-0108,Party agents in Homabay say some officials are acting partisan instead of procedural.,2022-08-10 08:15:00,Staffing Issues,Homabay,Tallying & Results,commission_split,official_absence,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0074,KIEMS kit at this station in Mombasa keeps failing and older voters are getting frustrated.,2022-08-10 08:51:30,Voting Issues,Mombasa,Tallying & Results,commission_split,register_problem,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0323,Tallying from Garissa continues as parties compare Form 34A uploads against local records.,2022-08-10 11:21:00,Counting & Results,Garissa,Tallying & Results,bomas_tallying,form_34a,social_post,English,PROJECT_CURATED_CORPUS
KE22-0703,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-08-10 11:26:00,Public Opinion,Nairobi,Tallying & Results,form_34a_verification,concern_over_integrity,social_post,English,PROJECT_CURATED_CORPUS
KE22-0879,"A lot of talk today is about turnout, transmission and whether the process stays on schedule.",2022-08-10 12:29:17,Public Opinion,Kajiado,Tallying & Results,form_34a_verification,trust_in_iebc,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0445,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-08-10 13:54:00,Public Opinion,Mombasa,Tallying & Results,commission_split,candidate_support,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0533,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-10 14:36:00,Public Opinion,Nairobi,Tallying & Results,commission_split,concern_over_integrity,social_post,English,PROJECT_CURATED_CORPUS
KE22-0661,Polling station in Mombasa opened late and some voters left before materials were ready.,2022-08-10 14:55:00,Polling Administration,Mombasa,Tallying & Results,commission_split,late_opening,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0173,Trust is getting damaged because officials are not explaining what is happening at Bomas properly. uchaguzi ni yetu.,2022-08-10 17:05:44,Public Opinion,Homabay,Tallying & Results,bomas_tallying,trust_in_iebc,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0559,"More results from Kisumu have been posted, though final county totals are still pending.",2022-08-10 18:36:00,Counting & Results,Kisumu,Tallying & Results,bomas_tallying,transmission_issue,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0037,Another dispute over forms at Bomas. People are asking why the same constituencies keep stalling.,2022-08-10 18:44:00,Counting & Results,Kajiado,Tallying & Results,results_delay,results_delay,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0114,"More results from Nairobi have been posted, though final county totals are still pending.",2022-08-10 19:02:39,Counting & Results,Nairobi,Tallying & Results,results_delay,bomas_update,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0857,Results from Mombasa are taking too long to verify and that gap is feeding suspicion.,2022-08-10 19:12:00,Counting & Results,Mombasa,Tallying & Results,bomas_tallying,form_34a,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0131,Teams are monitoring transport routes and public screens in Nakuru after rumor traffic rose online.,2022-08-10 19:20:00,Security Issues,Nakuru,Tallying & Results,bomas_tallying,police_presence,incident_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0006,Confusion over ballot papers and desk flow is slowing the station badly in Kisumu. Hii sio sawa.,2022-08-10 20:08:45,Polling Administration,Kisumu,Tallying & Results,commission_split,manual_register,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0292,Another dispute over forms at Bomas. People are asking why the same constituencies keep stalling. Hii sio sawa.,2022-08-10 20:18:00,Counting & Results,Uasin Gishu,Tallying & Results,results_delay,bomas_update,tally_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0072,William Ruto campaign team released today's itinerary for Nairobi and neighbouring constituencies.,2022-08-10 21:04:18,Political Rallies,Nairobi,Tallying & Results,bomas_tallying,crowd_mobilization,campaign_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0444,Voters in Kiambu say assistance for the elderly and people with disabilities is too inconsistent.,2022-08-11 02:18:06,Voting Issues,Kiambu,Tallying & Results,form_34a_verification,invalid_ballot,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0558,Officials in Garissa say manual registers were delivered after the opening delay.,2022-08-11 04:06:00,Polling Administration,Garissa,Tallying & Results,form_34a_verification,manual_register,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0167,Agents remain at the national tally centre as the commission reviews contested entries.,2022-08-11 05:58:10,Counting & Results,Nairobi,Tallying & Results,results_delay,results_correction,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0210,Election officials in Kiambu were reshuffled after complaints from party agents.,2022-08-11 07:46:00,Staffing Issues,Kiambu,Tallying & Results,form_34a_verification,official_absence,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0619,The problem is not only delay; it is delay without a clear explanation from the commission.,2022-08-11 10:15:08,Counting & Results,Nakuru,Tallying & Results,results_delay,results_delay,social_post,English,PROJECT_CURATED_CORPUS
KE22-0490,IEBC says agents are present and tallying continues under public scrutiny at Bomas.,2022-08-11 11:51:00,Media Reports,Siaya,Tallying & Results,bomas_tallying,headline_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0599,"A lot of talk leo is about turnout, transmission and whether the process stays on schedule.",2022-08-11 12:22:00,Public Opinion,Nairobi,Tallying & Results,commission_split,concern_over_integrity,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0329,"Coalition speakers in Nairobi spent most of the rally on turnout, agents and vote protection.",2022-08-11 15:56:00,Political Rallies,Nairobi,Tallying & Results,commission_split,candidate_itinerary,campaign_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0507,"I may not agree with everyone, but voters turning out quietly in Kakamega is encouraging. Tuwe watulivu.",2022-08-11 15:59:00,Public Opinion,Kakamega,Tallying & Results,bomas_tallying,candidate_support,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0498,Too few officials on site in Nairobi. Voters and agents are doing more queue management than staff.,2022-08-11 16:02:39,Staffing Issues,Nairobi,Tallying & Results,bomas_tallying,official_absence,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0385,Mixed figures from tally centres are making the count look messy and avoidably political.,2022-08-11 16:22:58,Counting & Results,Kiambu,Tallying & Results,form_34a_verification,transmission_issue,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0056,Observers say media and agents faced avoidable access problems because of poor staff coordination in Kisumu.,2022-08-11 17:11:29,Staffing Issues,Kisumu,Tallying & Results,results_delay,official_bias,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0097,Another dispute over forms at Bomas. watu are asking why the same constituencies keep stalling. Hii sio sawa.,2022-08-11 18:04:00,Counting & Results,Mombasa,Tallying & Results,form_34a_verification,form_34a,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0208,Party agents in Nairobi say some officials are acting partisan instead of procedural.,2022-08-11 18:53:31,Staffing Issues,Nairobi,Tallying & Results,bomas_tallying,agent_access,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0053,Tallying from Nakuru continues as parties compare Form 34A uploads against local records.,2022-08-11 19:40:00,Counting & Results,Nakuru,Tallying & Results,commission_split,bomas_update,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0825,Peaceful queues in Siaya leo. Let the watu choose and let IEBC finish the job. #Uchaguzi2022 Tuwe watulivu.,2022-08-11 19:51:07,Public Opinion,Siaya,Tallying & Results,results_delay,trust_in_iebc,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0340,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-08-11 21:00:04,Media Reports,Kisumu,Tallying & Results,bomas_tallying,observer_brief,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0054,Results from Nairobi are taking too long to verify and that gap is feeding suspicion.,2022-08-11 21:15:22,Counting & Results,Nairobi,Tallying & Results,form_34a_verification,transmission_issue,social_post,English,PROJECT_CURATED_CORPUS
KE22-0168,"The mood around Kajiado feels orderly and hopeful. Watu waamue, we keep amani.",2022-08-11 21:38:34,Public Opinion,Kajiado,Tallying & Results,commission_split,results_anxiety,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0895,Observers in Kiambu say staffing gaps were reported early and replacements are being processed.,2022-08-11 23:14:22,Staffing Issues,Kiambu,Tallying & Results,commission_split,official_bias,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0160,Supporters in Uasin Gishu say the correction of an earlier tally was the right call. Better accuracy than speed.,2022-08-11 23:27:38,Counting & Results,Uasin Gishu,Tallying & Results,commission_split,transmission_issue,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0737,"Everything is moving well at this station in Mombasa. Long line, yes, but people are patient and calm.",2022-08-12 00:16:42,Positive Events,Mombasa,Tallying & Results,commission_split,orderly_voting,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0550,Security officers remain deployed near key centres in Kiambu as results statements continue.,2022-08-12 04:04:00,Security Issues,Kiambu,Tallying & Results,commission_split,rumor_alert,incident_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0624,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-12 06:52:00,Public Opinion,Kisumu,Tallying & Results,commission_split,results_anxiety,social_post,English,PROJECT_CURATED_CORPUS
KE22-0291,Mixed figures from tally centres are making the count look messy and avoidably political.,2022-08-12 06:58:00,Counting & Results,Kisumu,Tallying & Results,form_34a_verification,form_34a,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0060,Mixed figures from tally centres are making the count look messy and avoidably political.,2022-08-12 07:28:00,Counting & Results,Bungoma,Tallying & Results,bomas_tallying,results_correction,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0268,Road blockage reported near a voting centre in Kakamega. People are being told to avoid the area. Hii sio sawa.,2022-08-12 07:32:50,Security Issues,Kakamega,Tallying & Results,commission_split,road_blockage,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0267,Agents remain at the national tally centre as the commission reviews contested entries.,2022-08-12 07:34:00,Counting & Results,Nakuru,Tallying & Results,form_34a_verification,bomas_update,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0243,Polling station in Bungoma opened late and some voters left before materials were ready.,2022-08-12 09:21:00,Polling Administration,Bungoma,Tallying & Results,results_delay,manual_register,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0425,Crowds in Bungoma followed the speeches closely as both camps pushed final get-out-the-vote appeals.,2022-08-12 10:08:00,Political Rallies,Bungoma,Tallying & Results,results_delay,campaign_message,news_update,English,PROJECT_CURATED_CORPUS
KE22-0664,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-12 10:42:00,Public Opinion,Mombasa,Tallying & Results,bomas_tallying,peace_message,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0205,Station managers in Uasin Gishu opened late but recovered quickly once extra materials arrived. Tuwe watulivu.,2022-08-12 11:01:00,Polling Administration,Uasin Gishu,Tallying & Results,commission_split,manual_register,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0310,Forms from Kajiado are finally appearing online and agents can verify them. That helps confidence.,2022-08-12 11:33:00,Counting & Results,Kajiado,Tallying & Results,results_delay,results_correction,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0354,People have been on the queue for hours in Nakuru and still no clear guidance from officials.,2022-08-12 11:45:00,Voting Issues,Nakuru,Tallying & Results,results_delay,queue_delay,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0575,"Conversation in Nairobi is split between turnout, agents and what happens at Bomas next.",2022-08-12 13:15:00,Public Opinion,Nairobi,Tallying & Results,commission_split,candidate_support,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0213,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Bungoma.,2022-08-12 13:21:00,Public Opinion,Bungoma,Tallying & Results,bomas_tallying,results_anxiety,social_post,English,PROJECT_CURATED_CORPUS
KE22-0017,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-12 13:29:00,Public Opinion,Nairobi,Tallying & Results,results_delay,results_anxiety,social_post,English,PROJECT_CURATED_CORPUS
KE22-0829,Young people in Kakamega are escorting elderly voters and reminding everyone to keep peace. #KenyaElections2022,2022-08-12 13:35:00,Positive Events,Kakamega,Tallying & Results,results_delay,peace_initiative,peace_monitor,English,PROJECT_CURATED_CORPUS
KE22-0697,Mixed figures from tally centres are making the count look messy and avoidably political.,2022-08-12 14:01:00,Counting & Results,Kisumu,Tallying & Results,bomas_tallying,results_correction,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0840,Agents remain at the national tally centre as the commission reviews contested entries.,2022-08-12 14:06:00,Counting & Results,Nairobi,Tallying & Results,results_delay,transmission_issue,social_post,English,PROJECT_CURATED_CORPUS
KE22-0813,"Results board updates are slower than hoped, but at least the figures are being checked carefully.",2022-08-12 14:29:00,Counting & Results,Mombasa,Tallying & Results,commission_split,form_34a,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0730,Too few officials on site in Kiambu. Voters and agents are doing more queue management than staff.,2022-08-12 16:16:00,Staffing Issues,Kiambu,Tallying & Results,commission_split,agent_access,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0875,"Media desks report steady voter traffic in Nakuru, with isolated delays under review.",2022-08-12 16:38:47,Media Reports,Nakuru,Tallying & Results,commission_split,commission_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0284,Manual register not available at one desk in Nairobi; the presiding team looked unprepared.,2022-08-12 17:14:00,Polling Administration,Nairobi,Tallying & Results,commission_split,late_opening,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0073,People are angry about delays and mixed messaging. This process should feel clearer than this.,2022-08-12 17:33:00,Public Opinion,Kajiado,Tallying & Results,form_34a_verification,trust_in_iebc,social_post,English,PROJECT_CURATED_CORPUS
KE22-0435,Threatening slogans and online incitement are making the atmosphere in Kiambu feel unsafe.,2022-08-12 18:31:00,Security Issues,Kiambu,Tallying & Results,commission_split,dangerous_speech,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0823,"I may not agree with everyone, but voters turning out quietly in Uasin Gishu is encouraging.",2022-08-12 19:38:16,Public Opinion,Uasin Gishu,Tallying & Results,commission_split,concern_over_integrity,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0718,Results from Homabay are taking too long to verify and that gap is feeding suspicion.,2022-08-12 19:58:00,Counting & Results,Homabay,Tallying & Results,bomas_tallying,results_correction,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0465,Another dispute over forms at Bomas. People are asking why the same constituencies keep stalling.,2022-08-12 20:01:00,Counting & Results,Siaya,Tallying & Results,results_delay,results_delay,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0832,Agents remain at the national tally centre as the commission reviews contested entries.,2022-08-12 20:09:28,Counting & Results,Garissa,Tallying & Results,results_delay,form_34a,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0409,Church leaders in Kajiado continue peace messaging outside stations as voting proceeds.,2022-08-12 20:28:21,Positive Events,Kajiado,Tallying & Results,results_delay,community_monitoring,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0561,Police visibility around the station in Mombasa is high but professional. So far hakuna shida.,2022-08-12 20:48:00,Security Issues,Mombasa,Tallying & Results,results_delay,road_blockage,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0170,Mixed figures from tally centres are making the count look messy and avoidably political.,2022-08-12 21:00:00,Counting & Results,Kisumu,Tallying & Results,commission_split,results_delay,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0593,"More results from Kiambu have been posted, though final county totals are still pending.",2022-08-12 21:47:00,Counting & Results,Kiambu,Tallying & Results,commission_split,bomas_update,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0712,IEBC says agents are present and tallying continues under public scrutiny at Bomas.,2022-08-12 21:56:07,Media Reports,Kiambu,Tallying & Results,bomas_tallying,observer_brief,news_update,English,PROJECT_CURATED_CORPUS
KE22-0635,Too few officials on site in Bungoma. Voters and agents are doing more queue management than staff.,2022-08-12 22:49:18,Staffing Issues,Bungoma,Tallying & Results,bomas_tallying,official_bias,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0866,Road blockage reported near a voting centre in Kisumu. People are being told to avoid the area.,2022-08-12 23:08:53,Security Issues,Kisumu,Tallying & Results,form_34a_verification,rumor_alert,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0343,"I may not agree with everyone, but voters turning out quietly in Kiambu is encouraging.",2022-08-12 23:34:19,Public Opinion,Kiambu,Tallying & Results,commission_split,candidate_support,social_post,English,PROJECT_CURATED_CORPUS
KE22-0299,"A lot of talk today is about turnout, transmission and whether the process stays on schedule.",2022-08-12 23:44:00,Public Opinion,Kisumu,Tallying & Results,results_delay,concern_over_integrity,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0781,Mixed figures from tally centres are making the count look messy and avoidably political. Hii sio sawa.,2022-08-13 00:40:06,Counting & Results,Kiambu,Tallying & Results,bomas_tallying,form_34a,tally_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0686,Several voters in Garissa cannot find their names even after checking multiple desks.,2022-08-13 01:01:00,Voting Issues,Garissa,Tallying & Results,commission_split,kiems_issue,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0539,Road blockage reported near a voting centre in Nairobi. People are being told to avoid the area.,2022-08-13 01:27:28,Security Issues,Nairobi,Tallying & Results,results_delay,police_presence,situation_update,English,PROJECT_CURATED_CORPUS
KE22-0428,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Kiambu. Hii sio sawa. uchaguzi ni yetu.,2022-08-13 02:46:50,Public Opinion,Kiambu,Tallying & Results,form_34a_verification,candidate_support,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0470,"At Bomas, officials say verification is still underway and no constituency should be skipped.",2022-08-13 04:47:25,Counting & Results,Kakamega,Tallying & Results,form_34a_verification,form_34a,social_post,English,PROJECT_CURATED_CORPUS
KE22-0380,"I may not agree with everyone, but voters turning out quietly in Siaya is encouraging. Tuwe watulivu.",2022-08-13 05:33:14,Public Opinion,Siaya,Tallying & Results,bomas_tallying,peace_message,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0467,Community peace volunteers in Garissa are doing a solid job cooling tensions near the polling centre.,2022-08-13 07:41:07,Positive Events,Garissa,Tallying & Results,commission_split,orderly_voting,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0142,Campaign teams release parallel statements as the commission continues verification of forms.,2022-08-13 09:54:12,Media Reports,Kisumu,Tallying & Results,commission_split,observer_brief,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0484,People have been on the queue for hours in Uasin Gishu and still no clear guidance from officials.,2022-08-13 10:15:00,Voting Issues,Uasin Gishu,Tallying & Results,commission_split,register_problem,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0466,Results from Uasin Gishu are taking too long to verify and that gap is feeding suspicion.,2022-08-13 10:21:00,Counting & Results,Uasin Gishu,Tallying & Results,form_34a_verification,form_34a,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
